name,club,position,height_cm,foot,age,rating,position_second,height_inches
Murilo Cerqueira,Palmeiras,D,187,Right,25,87,DM(C),73.62
Daniil Fomin,Dynamo Moskva,DM,187,Right,25,87,M(C),73.62
Omar Alderete,Hertha BSC,D(C),187,Left,25,87,,73.62
Ola Aina,Torino,D,182,Right,26,87,"DM,M(RL)",71.65
Olivier Boscagli,PSV,D,181,Left,25,87,DM(LC),71.26
Tomás Rincón,Sampdoria,DM,175,Right,34,87,M(C),68.9
Bryan Heynen,KRC Genk,DM,181,Right,25,87,M(C),71.26
Andrija Živković,PAOK,AM(RLC),170,Left,26,87,F(RL),66.93
Filipe Luís,Flamengo,D,182,Left,37,87,"DM,M(L)",71.65
Rodrigo Caio,Flamengo,D(C),182,Right,29,87,,71.65
Gernot Trauner,Feyenoord,D(C),182,Right,30,87,,71.65
Mark Flekken,SC Freiburg,Gk,189,Right,29,87,,74.41
Robert Kenedy,Real Valladolid,D,182,Left,26,87,"DM(L),M,AM(RL)",71.65
Almamy Touré,Eintracht Frankfurt,D(RC),182,Right,26,87,"DM,M(R)",71.65
Jonas Omlin,Montpellier HSC,Gk,189,Right,28,87,,74.41
Magomed Ozdoev,Fatih Karagümrük,DM,181,Right,30,87,M(C),71.26
Daniel Caligiuri,FC Augsburg,M,182,Right,34,87,AM(RL),71.65
Calum Chambers,Aston Villa,D(RC),182,Right,27,87,DM(C),71.65
Douglas Costa,Los Angeles Galaxy,AM(RLC),170,Left,32,87,F(RL),66.93
Alberto Moreno,Villarreal CF,D,171,Left,30,87,"DM,M(L)",67.32
Renato Steffen,FC Lugano,D,170,Left,31,87,"DM,M,AM(RL)",66.93
Nascimento Pablo,Flamengo,D(C),188,Right,31,87,,74.02
Eran Zahavi,Maccabi Tel Aviv,AM(L),182,Both,35,87,F(LC),71.65
Andrey Lunev,Bayer Leverkusen,Gk,189,Right,31,87,,74.41
Malang Sarr,Chelsea,D(LC),182,Left,23,87,,71.65
Lucas Janson,Vélez Sársfield,AM,171,Left,28,87,F(RLC),67.32
Jesper Karlsson,AZ Alkmaar,AM,171,Right,24,87,F(RL),67.32
Denis Bouanga,Los Angeles FC,AM(RL),180,Right,28,87,F(RLC),70.87
Calvin Stengs,OGC Nice,AM(RLC),182,Left,23,87,F(RL),71.65
Rubén Garcìa,CA Osasuna,AM,171,Both,29,87,F(RLC),67.32
James Tavernier,Rangers,D,182,Right,31,87,"DM,M(R)",71.65
Vinicius Abner,Athletico Paranaense,D,181,Left,22,87,"DM,M(L)",71.26
Vladimír Darida,Hertha BSC,DM,171,Right,32,87,"M,AM(C)",67.32
Silas Katompa Mvumpa,VfB Stuttgart,M,189,Right,24,87,"AM(RL),F(RLC)",74.41
Waldemar Anton,VfB Stuttgart,D,189,Right,26,87,DM(C),74.41
Layvin Kurzawa,Paris Saint-Germain,D,182,Left,30,87,"DM,M(L)",71.65
Alexander Schwolow,Hertha BSC,Gk,189,Right,30,87,,74.41
Hugo Duro,Valencia CF,AM(RL),180,Left,23,87,F(RLC),70.87
Gonzalo Villar,AS Roma,DM,180,Right,24,87,"M,AM(C)",70.87
Patrick van Aanholt,Galatasaray SK,D,175,Left,32,87,"DM,M(L)",68.9
Mouctar Diakhaby,Valencia CF,D(C),189,Right,25,87,,74.41
Gustavo Bou,New England Revolution,AM,175,Right,32,87,F(RLC),68.9
Rubén Peña,CA Osasuna,D,170,Right,31,87,"DM,M,AM(R)",66.93
Islam Slimani,Stade Brestois 29,F(C),188,Right,34,87,,74.02
Antonio Sanabria,Torino,F(C),181,Right,26,87,,71.26
Stole Dimitrievski,Rayo Vallecano,Gk,188,Right,28,87,,74.02
Burak Yilmaz,Fortuna Sittard,F(C),188,Both,37,87,,74.02
Silva Walace,Udinese Calcio,DM,188,Right,27,87,M(C),74.02
Omar Mascarell,Elche CF,DM,181,Right,29,87,M(C),71.26
Tyrick Mitchell,Crystal Palace,D,175,Left,23,87,"DM,M(L)",68.9
Diego Rossi,Fenerbahçe SK,AM(RL),170,Right,24,87,F(RLC),66.93
Rani Khedira,1. FC Union Berlin,D,188,Right,28,87,"DM,M(C)",74.02
Daniel James,Leeds United,AM,170,Right,25,87,F(RLC),66.93
Tommaso Pobega,AC Milan,DM,188,Both,23,87,"M,AM(C)",74.02
Thiago Almada,Atlanta United,M(C),171,Right,21,87,AM(RLC),67.32
Daler Kuzyaev,Zenit Saint Petersburg,D(R),181,Right,29,87,"DM(RC),M(RLC)",71.26
Fabián Balbuena,Dynamo Moskva,D(C),188,Right,31,87,,74.02
Ruud Vormer,Club Brugge KV,DM,176,Right,34,86,"M,AM(C)",69.29
Kristijan Jakić,Eintracht Frankfurt,DM,181,Right,25,86,M(C),71.26
França Keno,Atlético Mineiro,AM,178,Right,33,86,F(RL),70.08
Luis Abram,Granada CF,D(C),181,Left,26,86,,71.26
Andreas Pereira,Fulham,M(C),176,Right,26,86,AM(RLC),69.29
João Gomes,Flamengo,DM,178,Right,21,86,M(C),70.08
Hicham Boudaoui,OGC Nice,DM(C),176,Right,23,86,"M,AM(RC)",69.29
Bezerra Patrick,São Paulo FC,DM(C),176,Left,30,86,"M,AM(RLC)",69.29
Phil Jones,Manchester United,D(C),182,Right,30,86,,71.65
Aaron Mooy,Celtic,DM,176,Right,32,86,"M,AM(C)",69.29
Luís Nani,Melbourne Victory,AM(RLC),178,Right,36,86,F(RL),70.08
Marvelous Nakamba,Aston Villa,DM,178,Left,28,86,M(C),70.08
Mahdi Camara,AS Saint-Etienne,DM,176,Right,24,86,"M,AM(C)",69.29
Aaron Hickey,Brentford,D,178,Both,20,86,"DM,M(RL)",70.08
Sofiane Hanni,Al Ahli SC,AM,178,Right,31,86,F(RLC),70.08
Riccardo Saponara,ACF Fiorentina,M(C),184,Right,30,86,AM(RLC),72.44
Davide Biraschi,Genoa CFC,D(RC),182,Right,28,86,DM(R),71.65
Domagoj Bradarić,US Salernitana,D,178,Left,22,86,"DM,M(L)",70.08
Amine Adli,Bayer Leverkusen,AM,178,Left,22,86,F(RLC),70.08
Ander Barrenetxea,Real Sociedad,AM,178,Left,20,86,F(RL),70.08
Jens Petter Hauge,Eintracht Frankfurt,AM(RLC),184,Right,23,86,F(RL),72.44
Luca Pellegrini,Juventus,D,178,Left,23,86,"DM,M(L)",70.08
Francisco Trincão,Barcelona,AM(RLC),184,Left,22,86,F(RL),72.44
João Mário,FC Porto,D,178,Right,22,86,"DM,M(R),AM(RL)",70.08
Joakim Nilsson,St. Louis City SC,D(C),182,Right,28,86,,71.65
Imran Louza,Watford,DM,178,Left,23,86,"M,AM(C)",70.08
Jamal Lewis,Newcastle United,D,178,Left,24,86,"DM,M(L)",70.08
Vitaly Janelt,Brentford,DM,184,Left,24,86,M(C),72.44
Guillermo Fernández,Boca Juniors,DM,178,Right,31,86,"M,AM(C)",70.08
Iván Marcone,Independiente,DM,184,Right,32,86,M(C),72.44
Gautier Larsonneur,Stade Brestois 29,Gk,181,Right,25,86,,71.26
Adri Embarba,UD Almería,AM,178,Right,30,86,F(RL),70.08
Cristian Tello,Los Angeles FC,M,178,Right,31,86,AM(RL),70.08
Habib Maiga,FC Metz,DM,181,Right,26,86,M(C),71.26
Ryan Sessegnon,Tottenham Hotspur,D,178,Left,22,86,"DM,M,AM(L)",70.08
Ignatius Ganago,FC Nantes,AM(RL),176,Right,23,86,F(RLC),69.29
Vincent Janssen,Royal Antwerp,F(C),183,Left,28,86,,72.05
Georgios Kyriakopoulos,US Sassuolo,D,182,Left,26,86,"DM,M,AM(L)",71.65
Jonas Martin,Lille OSC,DM,182,Right,32,86,"M,AM(C)",71.65
Ivan Ilić,Hellas Verona,DM,182,Left,21,86,"M,AM(C)",71.65
Sergio Álvarez,SD Eibar,D,182,Right,30,86,"DM,M(C)",71.65
Luis Rioja,Deportivo Alavés,M,176,Left,29,86,AM(RL),69.29
Krépin Diatta,AS Monaco,M,173,Right,23,86,AM(RL),68.11
Harry Wilson,Fulham,AM(RLC),173,Left,25,86,F(RL),68.11
Arber Zeneli,Stade de Reims,AM(RL),176,Right,27,86,F(RLC),69.29
Gonzalo Escalante,SS Lazio,DM,182,Right,29,86,M(C),71.65
Tommaso Augello,Sampdoria,D,176,Left,28,86,"DM,M(L)",69.29
Nemanja Radonjić,Olympique Marseille,AM,185,Both,26,86,F(RL),72.83
Salih Özcan,Borussia Dortmund,DM,182,Right,24,86,"M,AM(C)",71.65
Diego Laxalt,Dynamo Moskva,D,176,Left,29,86,"DM,M(L)",69.29
Christian Fassnacht,BSC Young Boys,M,185,Right,29,86,AM(RL),72.83
Adam Armstrong,Southampton,AM(RL),173,Right,25,86,F(RLC),68.11
Óscar Romero,Boca Juniors,AM(RLC),176,Left,30,86,,69.29
Yairo Moreno,Club León,D,176,Left,27,86,"DM,M,AM(L)",69.29
Théo Bongonda,Cádiz CF,AM(RLC),176,Both,26,86,F(RL),69.29
Joe Aribo,Southampton,M(C),182,Left,26,86,"AM,F(RC)",71.65
Álex Fernández,Cádiz CF,M(C),182,Right,30,86,AM(RLC),71.65
Valère Germain,Montpellier HSC,AM,182,Right,32,86,F(RLC),71.65
Luke Thomas,Leicester City,D,177,Left,21,86,"DM,M(L)",69.69
Torres Guilherme,Al Sadd SC,DM,177,Right,31,86,M(C),69.69
Nacho Martínez,CD Tenerife,D,177,Left,33,86,"DM,M(L)",69.69
Erick Gutiérrez,PSV,DM,177,Right,27,86,"M,AM(C)",69.69
Jordan Lotomba,OGC Nice,D,177,Right,24,86,"DM,M(RL)",69.69
Rodolfo Pizarro,Inter Miami CF,M(C),177,Right,28,86,AM(RLC),69.69
Frédéric Guilbert,Aston Villa,D(RC),177,Right,27,86,"DM,M(R)",69.69
Sergi Canós,Brentford,D,177,Right,25,86,"DM(R),M,AM(RL)",69.69
Alexandru Maxim,Gaziantep FK,M,177,Both,32,86,AM(RLC),69.69
Genki Haraguchi,1. FC Union Berlin,M(C),177,Right,31,86,AM(RLC),69.69
Moussa Djenepo,Southampton,AM,177,Right,24,86,F(RL),69.69
Javi Puado,RCD Espanyol,AM(RL),177,Right,24,86,F(RLC),69.69
Abdoulay Diaby,Al Jazira,AM,173,Left,31,86,F(RLC),68.11
Eduardo Sasha,Atlético Mineiro,AM(RL),173,Right,30,86,F(RLC),68.11
Roberto Torres,CA Osasuna,AM(RLC),176,Right,33,86,,69.29
Manoel Reinaldo,São Paulo FC,D,178,Left,33,86,"DM,M(L)",70.08
Liam Cooper,Leeds United,D(C),182,Left,31,86,,71.65
Jeremy Toljan,US Sassuolo,D,182,Right,28,86,"DM,M(RL)",71.65
Pablo Maffeo,RCD Mallorca,D(RC),173,Right,25,86,"DM,M(R)",68.11
André Ramalho,PSV,D(C),182,Both,30,86,,71.65
Ghislain Konan,Al Nassr,D,176,Left,26,86,"DM,M(L)",69.29
Walter Bou,Vélez Sársfield,AM,178,Right,29,86,F(C),70.08
Luis Quiñones,Tigres UANL,AM,178,Left,31,86,F(RL),70.08
Paulo Otávio,VfL Wolfsburg,D,173,Left,27,86,"DM,M(L)",68.11
Romain Perraud,Southampton,D,173,Left,25,86,"DM,M(L)",68.11
Brenden Aaronson,Leeds United,M(C),178,Right,22,86,AM(RLC),70.08
Bart Ramselaar,FC Utrecht,M(C),178,Right,26,86,AM(RLC),70.08
Adrien Truffert,Stade Rennais,D,173,Left,20,86,"DM,M(L)",68.11
Marko Livaja,Hajduk Split,AM,182,Right,29,86,F(C),71.65
Mauricio Isla,Universidad Católica,D,176,Right,34,86,"DM,M(R)",69.29
Christian Kouamé,ACF Fiorentina,AM(RL),182,Right,24,86,F(RLC),71.65
Aleix Vidal,RCD Espanyol,D,178,Right,33,86,"DM,M(R),AM(RL)",70.08
François Kamano,Lokomotiv Moskva,AM(RL),182,Right,26,86,F(RLC),71.65
Emmanuel Gyasi,Spezia Calcio,M,182,Right,28,86,"AM(RL),F(RLC)",71.65
Petar Stojanović,Empoli,D,178,Right,27,86,"DM,M(R)",70.08
Thierry Correia,Valencia CF,D,176,Right,23,86,"DM,M(RL)",69.29
Oliver Skipp,Tottenham Hotspur,DM,182,Right,22,86,M(C),71.65
Sergio Escudero,Real Valladolid,D,176,Left,33,86,"DM,M(L)",69.29
Chidera Ejuke,CSKA Moskva,AM(RL),176,Right,24,86,F(RLC),69.29
Igor Gomes,São Paulo FC,M(C),182,Right,23,86,AM(RLC),71.65
Jeffrey Schlupp,Crystal Palace,D,178,Left,29,86,"DM(L),M(LC)",70.08
Max Aarons,Norwich City,D,178,Right,22,86,"DM,M(R)",70.08
Marco Richter,Hertha BSC,AM,176,Right,24,86,F(RLC),69.29
Pierre Lees Melou,Stade Brestois 29,M,185,Right,29,86,AM(C),72.83
Petros Mantalos,AEK Athens,M(C),176,Right,31,86,AM(RLC),69.29
Miguel Layún,Club América,D,178,Both,34,86,"DM,M,AM(RL)",70.08
Edu Expósito,RCD Espanyol,M(RC),178,Right,26,86,AM(C),70.08
Nicolas Moumi Ngamaleu,Dynamo Moskva,M,181,Right,28,86,AM(RL),71.26
Hélder Costa,Leeds United,AM,178,Left,28,86,F(RL),70.08
Ademola Lookman,Atalanta BC,AM,175,Both,25,86,F(RLC),68.9
Christopher Lenz,Eintracht Frankfurt,D,180,Left,28,86,"DM,M(L)",70.87
Przemysław Frankowski,RC Lens,M,180,Right,27,86,AM(RL),70.87
Marcos Leonardo,Santos FC,F(C),175,Right,19,86,,68.9
Tasos Bakasetas,Trabzonspor,AM,180,Left,29,86,F(RLC),70.87
Dani Vivian,Athletic Club,D(C),183,Right,23,86,,72.05
Ricardo Goulart,EC Bahia,AM,180,Right,31,86,F(C),70.87
Stefan Radu,SS Lazio,D(LC),183,Left,36,86,,72.05
Sheraldo Becker,1. FC Union Berlin,AM(R),180,Right,27,86,F(RC),70.87
Yari Verschaeren,RSC Anderlecht,M(C),175,Right,21,86,AM(RLC),68.9
Óscar Plano,Real Valladolid,AM(RL),180,Right,31,86,F(RLC),70.87
Luka Ivanušec,Dinamo Zagreb,M(C),175,Right,23,86,AM(RLC),68.9
Kamaldeen Sulemana,Stade Rennais,AM,175,Right,20,86,F(RL),68.9
Asier Villalibre,Athletic Club,F(C),183,Left,25,86,,72.05
Martin Aguirregabiria,FC Famalicão,D(RL),180,Right,26,86,"DM,M(R)",70.87
Riccardo Sottil,ACF Fiorentina,AM,175,Right,23,86,F(RL),68.9
Tarik Tissoudali,KAA Gent,AM,175,Right,29,86,F(RLC),68.9
Luis Advíncula,Boca Juniors,D,180,Right,32,86,"DM,M(R)",70.87
Eduardo Vargas,Atlético Mineiro,AM,175,Right,32,86,F(RC),68.9
Ainsley Maitland-Niles,Arsenal,D(RL),180,Right,25,86,"DM,M(RLC)",70.87
Óscar Trejo,Rayo Vallecano,M,180,Right,34,86,"AM,F(C)",70.87
Admir Mehmedi,Antalyaspor,AM,183,Both,31,86,F(RLC),72.05
Yuri Alberto,Zenit Saint Petersburg,AM(RL),183,Right,21,86,F(RLC),72.05
Cucho Hernández,Columbus Crew,AM(RL),175,Right,23,86,F(RLC),68.9
Mats Rits,Club Brugge KV,DM,180,Both,29,86,M(C),70.87
Ferreira Alison,Al Hazem,D,180,Right,29,86,"DM,M(C)",70.87
Jordan Larsson,FC Schalke 04,AM,175,Left,25,86,F(RLC),68.9
Ezequiel Ponce,Elche CF,F(C),175,Right,25,86,,68.9
Fedor Chalov,CSKA Moskva,F(C),180,Right,24,86,,70.87
Sergi Guardiola,Real Valladolid,F(C),180,Left,31,86,,70.87
Fernando Calero,RCD Espanyol,D(C),183,Right,27,86,,72.05
Mykola Shaparenko,Dynamo Kyiv,M,180,Right,24,86,AM(C),70.87
Jorge Carrascal,CSKA Moskva,AM(RLC),180,Right,24,86,F(RL),70.87
Youssef el Arabi,Olympiacos,F(C),183,Right,35,86,,72.05
Jae-Sung Lee,1. FSV Mainz 05,AM,180,Right,30,86,F(RLC),70.87
Miha Zajc,Fenerbahçe SK,M,180,Right,28,86,AM(C),70.87
Mario Gavranović,Kayserispor,F(C),175,Right,32,86,,68.9
Ayrton Lucas,Spartak Moskva,D,180,Left,25,86,"DM,M(L)",70.87
Thiago Heleno,Athletico Paranaense,D(C),183,Right,34,86,,72.05
Eddie Nketiah,Arsenal,F(C),175,Right,23,86,,68.9
Yoane Wissa,Brentford,AM(RL),180,Right,26,86,F(RLC),70.87
Iván Balliu,Rayo Vallecano,D,175,Right,30,86,DM(RL),68.9
Rodrigues Zeca,FC København,DM,180,Right,34,86,M(C),70.87
Ramiz Zerrouki,FC Twente,DM,183,Right,24,86,M(C),72.05
Miguel Veloso,Hellas Verona,DM,180,Left,36,86,M(C),70.87
Simone Bastoni,Spezia Calcio,D,183,Left,26,86,"DM(L),M(LC)",72.05
Emiliano Rigoni,Austin FC,AM(RL),180,Right,29,86,F(RLC),70.87
Arijan Ademi,Dinamo Zagreb,DM,183,Right,31,86,"M,AM(C)",72.05
Jesús Angulo,Tigres UANL,D(LC),180,Left,24,86,,70.87
Bruno Henrique,Al Ittihad,DM,180,Right,33,86,M(C),70.87
Kelvin Amian,Spezia Calcio,D(RC),180,Right,24,86,"DM,M(R)",70.87
Jonathan Gradit,RC Lens,D(RC),180,Right,29,86,,70.87
Dani de Wit,AZ Alkmaar,M,183,Right,24,86,"AM,F(C)",72.05
Gabriel Mercado,SC Internacional,D(RC),180,Right,35,86,,70.87
Martín Cáceres,Los Angeles Galaxy,D(RLC),180,Right,35,86,DM(RL),70.87
Alireza Jahanbakhsh,Feyenoord,AM(RLC),180,Both,29,86,F(RL),70.87
Fabian Frei,FC Basel,DM,183,Right,33,86,"M,AM(C)",72.05
Danilo Barbosa,Botafogo FR,D,183,Left,26,86,"DM,M(C)",72.05
Angelo Stiller,TSG 1899 Hoffenheim,DM,183,Left,21,86,M(C),72.05
Joaquín Piquerez,Palmeiras,D,183,Left,24,86,"DM,M(L)",72.05
Alberto Grassi,Parma,DM,183,Right,27,86,M(C),72.05
Kiernan Dewsbury-Hall,Leicester City,DM,180,Left,24,86,"M,AM(C)",70.87
Jorge Sánchez,Ajax,D,175,Right,24,86,"DM,M(RL)",68.9
Solly March,Brighton and Hove Albion,M(RL),180,Left,28,86,AM(RLC),70.87
Ferdi Kadioglu,Fenerbahçe SK,D,174,Right,23,86,"DM,M(RL),AM(RLC)",68.5
Sergio Gómez,Manchester City,D,174,Left,22,86,"DM(L),M(LC),AM(RLC)",68.5
Claudio Guga,Atlético Mineiro,D,174,Right,24,86,"DM,M(R)",68.5
Mahmoud Trézéguet,Trabzonspor,AM,180,Both,28,86,F(RL),70.87
Sead Kolasinac,Olympique Marseille,D(LC),183,Left,29,86,"DM,M(L)",72.05
Bezerra Paulinho,Corinthians,DM,180,Right,34,86,"M,AM(C)",70.87
Oussama Idrissi,Sevilla,AM,183,Right,26,86,F(RL),72.05
Jacob Ramsey,Aston Villa,M,180,Right,21,86,AM(RLC),70.87
Juan Escobar,Cruz Azul,D(RC),175,Right,27,86,DM(R),68.9
Tom Davies,Everton,DM,180,Right,24,86,"M,AM(C)",70.87
Gustavo Cuéllar,Al Hilal SC,DM,175,Right,30,86,M(C),68.9
Lukas Kübler,SC Freiburg,D(RC),183,Right,30,86,"DM,M(R)",72.05
Danilo Cataldi,SS Lazio,DM,180,Right,28,86,M(C),70.87
Nikola Moro,Dynamo Moskva,DM,183,Right,24,86,"M,AM(C)",72.05
Lukas Lerager,FC København,DM,183,Right,29,86,"M,AM(C)",72.05
Jens Stryger Larsen,Trabzonspor,D(RLC),180,Both,31,86,"DM,M(RL)",70.87
Christian Noboa,FC Sochi,DM,183,Right,37,86,"M,AM(C)",72.05
Marco Benassi,ACF Fiorentina,DM,184,Right,28,86,"M,AM(C)",72.44
Mohamed Camara,AS Monaco,DM,175,Right,22,86,M(C),68.9
Ui-Jo Hwang,Nottingham Forest,AM,184,Both,30,86,F(RLC),72.44
Henrique Dalbert,Internazionale,D,181,Left,29,86,"DM,M(L)",71.26
Gilberto Junior,SL Benfica,D,181,Right,29,86,"DM,M(R)",71.26
Nuno Sequeira,Sporting de Braga,D(LC),184,Left,32,86,"DM,M(L)",72.44
Bebras Natcho,FK Partizan,DM,175,Right,34,86,"M,AM(C)",68.9
Matheus Reis,Sporting CP,D(LC),184,Left,27,86,"DM,M(L)",72.44
Cesc Fàbregas,Como 1907,DM,175,Right,35,86,"M,AM(C)",68.9
Jean Lucas,AS Monaco,DM,181,Right,24,86,"M,AM(C)",71.26
Vincent Aboubakar,Al Nassr,F(C),184,Right,30,86,,72.44
Danny Latza,FC Schalke 04,DM,179,Both,32,86,"M,AM(C)",70.47
Ivan Oblyakov,CSKA Moskva,DM,175,Right,24,86,"AM(C),M(LC)",68.9
Dmitri Barinov,Lokomotiv Moskva,D,179,Both,26,86,"DM,M(C)",70.47
Roger Martínez,Club América,AM(RL),181,Right,28,86,F(RLC),71.26
M'baye Niang,AJ Auxerre,AM(RL),184,Right,27,86,F(RLC),72.44
Kévin Malcuit,MKE Ankaragücü,D,184,Right,31,86,"DM,M(R)",72.44
Tchê Tche,Botafogo FR,D(R),175,Right,30,86,"DM,M,AM(C)",68.9
Thiago Maia,Flamengo,DM,179,Left,25,86,M(C),70.47
André Carrillo,Al Hilal SC,AM,181,Right,31,86,F(RL),71.26
Tin Jedvaj,Lokomotiv Moskva,D(RC),184,Right,26,86,,72.44
William Tesillo,Club León,D(LC),184,Left,32,86,,72.44
Anthony Caci,1. FSV Mainz 05,D(LC),184,Right,25,86,"DM,M(L)",72.44
Darko Brašanac,CA Osasuna,DM,178,Right,30,86,"M,AM(C)",70.08
Levin Öztunali,1. FC Union Berlin,M,184,Both,26,86,AM(RC),72.44
Santi Comesaña,Rayo Vallecano,DM,184,Right,26,86,"M,AM(C)",72.44
Martín Ojeda,Godoy Cruz,M(C),179,Left,23,86,AM(RLC),70.47
Rifat Zhemaletdinov,Lokomotiv Moskva,AM,184,Right,26,86,F(RLC),72.44
Joris Chotard,Montpellier HSC,DM,179,Right,21,86,M(C),70.47
Santiago Cáseres,Vélez Sársfield,DM,179,Right,25,86,M(C),70.47
Stefan Medina,Monterrey,D(RC),179,Right,30,86,DM(R),70.47
Junior Sambia,US Salernitana,D,181,Right,26,86,"DM(R),M(RC)",71.26
Gonçalo Paciência,Celta Vigo,F(C),184,Right,28,86,,72.44
Luciano Neves,São Paulo FC,AM,181,Left,29,86,F(RLC),71.26
Daniel Amartey,Leicester City,D(RC),183,Right,27,86,DM(C),72.05
Xavier Chavalerin,ES Troyes AC,DM,179,Left,31,86,"M,AM(C)",70.47
Diego Rico,Real Sociedad,D(LC),181,Left,29,86,"DM,M(L)",71.26
Morgan Schneiderlin,OGC Nice,DM,181,Right,33,86,M(C),71.26
Pierre Kunde,Olympiacos,DM,181,Right,27,86,M(C),71.26
Adrien Silva,Al Wahda,DM,175,Right,33,86,M(C),68.9
Éder Balanta,Club Brugge KV,D,181,Left,29,86,DM(C),71.26
Giorgos Masouras,Olympiacos,AM(RL),175,Right,28,86,F(RLC),68.9
Jonathan Schmid,SC Freiburg,D,179,Right,32,86,"DM,M,AM(R)",70.47
Hannes Wolf,Borussia Mönchengladbach,AM(RLC),179,Right,23,86,F(RL),70.47
Nedim Bajrami,Empoli,M(C),179,Right,23,86,AM(RLC),70.47
Roberto Soldado,Levante UD,F(C),179,Right,37,86,,70.47
Coelho Vitinho,Al Ettifaq,AM,179,Both,29,86,F(RLC),70.47
Rico Henry,Brentford,D,175,Left,25,86,"DM,M(L)",68.9
Adrien Hunou,Angers SCO,AM,179,Right,28,86,F(RLC),70.47
Grégoire Defrel,US Sassuolo,AM,179,Left,31,86,F(RLC),70.47
Loïs Openda,RC Lens,AM,174,Right,22,86,F(C),68.5
Furtado William,VfL Wolfsburg,D(RL),175,Right,27,86,"DM,M(R)",68.9
Samuele Ricci,Torino,DM,174,Right,21,86,M(C),68.5
Nuno Santos,Sporting CP,M(RL),179,Left,27,86,AM(RLC),70.47
Pedro Aquino,Club América,DM,174,Right,27,86,M(C),68.5
Luis Rodríguez,Tigres UANL,D,175,Right,31,86,"DM,M(R)",68.9
Georges-Kévin Nkoudou,Beşiktaş JK,AM,175,Both,27,86,F(RL),68.9
Patrick Herrmann,Borussia Mönchengladbach,AM,179,Right,31,86,F(RL),70.47
Denis Cheryshev,Venezia FC,AM,179,Left,31,86,F(RL),70.47
Wenderson Galeno,FC Porto,DM,179,Right,25,86,"M,AM(L)",70.47
Stefano Sturaro,Genoa CFC,DM(C),181,Right,29,86,M(LC),71.26
Benjamin Verbić,Panathinaikos,AM(RL),179,Left,28,86,F(RLC),70.47
Sebastián Córdova,Tigres UANL,M(C),174,Both,25,86,AM(RLC),68.5
Manu Sánchez,Atlético Madrid,D,179,Left,22,86,"DM,M(L)",70.47
Vyacheslav Karavaev,Zenit Saint Petersburg,D,176,Right,27,86,"DM,M(R)",69.29
Josh Cullen,Burnley,DM,175,Right,26,86,"M,AM(C)",68.9
Lucas Pérez,Cádiz CF,F(C),181,Left,34,86,,71.26
André Ayew,Al Sadd SC,AM(RL),176,Left,32,86,F(RLC),69.29
Fredrik Aursnes,SL Benfica,DM,179,Right,26,86,M(C),70.47
Bruno Peres,Trabzonspor,D,179,Right,32,86,"DM,M(RL)",70.47
Rayan Aït Nouri,Wolverhampton Wanderers,D,179,Left,21,86,"DM,M(L)",70.47
Florian Kainz,1. FC Köln,AM(RLC),174,Right,30,86,F(RL),68.5
Alexis Claude Maurice,OGC Nice,M(C),174,Right,24,86,AM(RLC),68.5
Lukás Masopust,SK Slavia Praha,D,179,Right,29,86,"DM,M,AM(R)",70.47
Darwin Machís,FC Juárez,AM(RL),174,Right,29,86,F(RLC),68.5
Junior Messias,AC Milan,M(C),174,Left,31,86,"AM,F(RC)",68.5
Aihen Muñoz,Real Sociedad,D,175,Left,25,86,"DM,M(L)",68.9
John Lundstram,Rangers,DM,181,Right,28,86,M(C),71.26
Valentin Rosier,Beşiktaş JK,D,175,Right,26,86,"DM,M(R)",68.9
Diego Valdés,Club América,M,174,Right,28,86,AM(C),68.5
Stefan Ristovski,Dinamo Zagreb,D,180,Right,30,86,"DM,M(R)",70.87
Carlos de Pena,SC Internacional,AM(L),177,Left,30,86,F(LC),69.69
Josip Juranović,Celtic,D(RLC),173,Right,27,86,"DM,M(RL)",68.11
Thomas Henry,Hellas Verona,F(C),192,Right,28,86,,75.59
Davit Khocholava,FC København,D(C),192,Right,29,86,,75.59
Martin Erlić,US Sassuolo,D(C),192,Right,24,86,,75.59
Kevin Akpoguma,TSG 1899 Hoffenheim,D(RC),192,Right,27,86,,75.59
Anton Stach,1. FSV Mainz 05,DM,192,Both,24,86,"M,AM(C)",75.59
Stefan Bell,1. FSV Mainz 05,D(RC),192,Right,31,86,,75.59
Kiki Kouyaté,FC Metz,D(C),192,Both,25,86,,75.59
Cyle Larin,Club Brugge KV,AM(RL),188,Right,27,86,F(RLC),74.02
Jean-Ricner Bellegarde,RC Strasbourg Alsace,DM,170,Right,24,86,"AM(C),M(RLC)",66.93
Julio Furch,Atlas,F(C),188,Right,33,86,,74.02
Benoît Costil,AJ Auxerre,Gk,187,Right,35,86,,73.62
Leonardo Pavoletti,Cagliari,F(C),188,Right,33,86,,74.02
Richard Sánchez,Club América,DM,170,Right,26,86,"M,AM(C)",66.93
Florian Sotoca,RC Lens,AM(RL),187,Right,32,86,F(RLC),73.62
Karim Onisiwo,1. FSV Mainz 05,AM(RL),188,Right,30,86,F(RLC),74.02
Terem Moffi,FC Lorient,F(C),188,Left,23,86,,74.02
Mauro Júnior,PSV,D,171,Left,23,86,"DM,M(RL),AM(RLC)",67.32
Marcus Edwards,Sporting CP,AM(RL),168,Left,23,86,F(RLC),66.14
Marco Sportiello,Atalanta BC,Gk,192,Right,30,86,,75.59
