name,url,letter,height,height_display,height_cm,height_inches,name_gender,rank_for_gender
Nikohl Boosheri,https://www.celebheights.com/s/Nikohl-Boosheri-7726.html,B,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,unknown,262.0
Connie Booth,https://www.celebheights.com/s/Connie-Booth-50004.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,mostly_female,201.0
Douglas Booth,https://www.celebheights.com/s/Douglas-Booth-3391.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Emma Booth,https://www.celebheights.com/s/Emma-Booth-49522.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Lindy Booth,https://www.celebheights.com/s/Lindy-Booth-2214.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Shirley Booth,https://www.celebheights.com/s/Shirley-Booth-48602.html,B,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Powers Boothe,https://www.celebheights.com/s/Powers-Boothe-1713.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,unknown,1438.0
Lili Bordan,https://www.celebheights.com/s/Lili-Bordan-7103.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Steve Borden,https://www.celebheights.com/s/Steve-Borden-50442.html,B,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Natasha Liu Bordizzo,https://www.celebheights.com/s/Natasha-Liu-Bordizzo-7472.html,B,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,female,3063.0
David Boreanaz,https://www.celebheights.com/s/David-Boreanaz-1135.html,B,6ft  ¼ in (184cm),6ft  ¼ in ,184.0,72.44,male,3911.0
Flula Borg,https://www.celebheights.com/s/Flula-Borg-51898.html,B,6ft 3 (191cm),6ft 3 ,191.0,75.2,unknown,1515.0
Desmin Borges,https://www.celebheights.com/s/Desmin-Borges-52713.html,B,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,unknown,1012.0
Maria Borges,https://www.celebheights.com/s/Maria-Borges-51627.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,female,5549.0
Ernest Borgnine,https://www.celebheights.com/s/Ernest-Borgnine-919.html,B,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
Jesse Borrego,https://www.celebheights.com/s/Jesse-Borrego-50184.html,B,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,male,1070.0
Liannet Borrego,https://www.celebheights.com/s/Liannet-Borrego-50680.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Johnny Borrell,https://www.celebheights.com/s/Johnny-Borrell-1695.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Alex Borstein,https://www.celebheights.com/s/Alex-Borstein-333.html,B,5ft 0 (152cm),5ft 0 ,152.0,59.84,male,31.0
Michelle Borth,https://www.celebheights.com/s/Michelle-Borth-5402.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Samantha Boscarino,https://www.celebheights.com/s/Samantha-Boscarino-6692.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Johnny Yong Bosch,https://www.celebheights.com/s/Johnny-Yong-Bosch-48217.html,B,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,male,867.0
Chadwick Boseman,https://www.celebheights.com/s/Chadwick-Boseman-5095.html,B,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Tom Bosley,https://www.celebheights.com/s/Tom-Bosley-602.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Barbara Bosson,https://www.celebheights.com/s/Barbara-Bosson-2556.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Devon Bostick,https://www.celebheights.com/s/Devon-Bostick-6527.html,B,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,mostly_male,343.0
Rachel Boston,https://www.celebheights.com/s/Rachel-Boston-2654.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Barry Bostwick,https://www.celebheights.com/s/Barry-Bostwick-241.html,B,6ft 3 ½ (192cm),6ft 3 ½ ,192.0,75.59,male,5157.0
Brian Bosworth,https://www.celebheights.com/s/Brian-Bosworth-51661.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Kate Bosworth,https://www.celebheights.com/s/Kate-Bosworth-1103.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Lo Bosworth,https://www.celebheights.com/s/Lo-Bosworth-5738.html,B,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,andy,39.0
Ellie Botterill,https://www.celebheights.com/s/Ellie-Botterill-7386.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Maria Botto,https://www.celebheights.com/s/Maria-Botto-49105.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Christine Bottomley,https://www.celebheights.com/s/Christine-Bottomley-5615.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Timothy Bottoms,https://www.celebheights.com/s/Timothy-Bottoms-3612.html,B,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Islam Bouakkaz,https://www.celebheights.com/s/Islam-Bouakkaz-53327.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Eugenie Bouchard,https://www.celebheights.com/s/Eugenie-Bouchard-5475.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Barbara Bouchet,https://www.celebheights.com/s/Barbara-Bouchet-4037.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Anthony Bourdain,https://www.celebheights.com/s/Anthony-Bourdain-48034.html,B,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
James Bourne,https://www.celebheights.com/s/James-Bourne-2715.html,B,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
JR Bourne,https://www.celebheights.com/s/JR-Bourne-6538.html,B,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,unknown,1131.0
Caprice Bourret,https://www.celebheights.com/s/Caprice-Bourret-975.html,B,5ft 7 ¼ (171cm),5ft 7 ¼ ,171.0,67.32,female,4529.0
Sofia Boutella,https://www.celebheights.com/s/Sofia-Boutella-5762.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Pierre Bouvier,https://www.celebheights.com/s/Pierre-Bouvier-1573.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Raoul Bova,https://www.celebheights.com/s/Raoul-Bova-1469.html,B,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Katrina Bowden,https://www.celebheights.com/s/Katrina-Bowden-46915.html,B,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Lilan Bowden,https://www.celebheights.com/s/Lilan-Bowden-51864.html,B,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Max Bowden,https://www.celebheights.com/s/Max-Bowden-52099.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Andrea Bowen,https://www.celebheights.com/s/Andrea-Bowen-3569.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Clare Bowen,https://www.celebheights.com/s/Clare-Bowen-48033.html,B,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Julie Bowen,https://www.celebheights.com/s/Julie-Bowen-1835.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Michael Bowen,https://www.celebheights.com/s/Michael-Bowen-6630.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Jamie Campbell Bower,https://www.celebheights.com/s/Jamie-Campbell-Bower-47346.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,mostly_female,557.0
Hollie Jay Bowes,https://www.celebheights.com/s/Hollie-Jay-Bowes-5381.html,B,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
David Bowie,https://www.celebheights.com/s/David-Bowie-2389.html,B,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
John Ross Bowie,https://www.celebheights.com/s/John-Ross-Bowie-49625.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
April Bowlby,https://www.celebheights.com/s/April-Bowlby-4856.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Grant Bowler,https://www.celebheights.com/s/Grant-Bowler-47591.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Lauren Bowles,https://www.celebheights.com/s/Lauren-Bowles-3477.html,B,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,mostly_female,221.0
Peter Bowles,https://www.celebheights.com/s/Peter-Bowles-3758.html,B,6ft 2 ¼ (189cm),6ft 2 ¼ ,189.0,74.41,male,4871.0
Edith Bowman,https://www.celebheights.com/s/Edith-Bowman-6276.html,B,5ft 4 ¼ (163cm),5ft 4 ¼ ,163.0,64.17,female,2007.0
Jessica Bowman,https://www.celebheights.com/s/Jessica-Bowman-47415.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Josh Bowman,https://www.celebheights.com/s/Josh-Bowman-5477.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Scarlett Bowman,https://www.celebheights.com/s/Scarlett-Bowman-5032.html,B,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Bruce Boxleitner,https://www.celebheights.com/s/Bruce-Boxleitner-235.html,B,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Soulja Boy,https://www.celebheights.com/s/Soulja-Boy-49827.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Billy Boyd,https://www.celebheights.com/s/Billy-Boyd-193.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,male,416.0
Darren Boyd,https://www.celebheights.com/s/Darren-Boyd-51312.html,B,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Jenny Boyd,https://www.celebheights.com/s/Jenny-Boyd-7216.html,B,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Jesse C. Boyd,https://www.celebheights.com/s/Jesse-C-Boyd-53138.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
John Boyd,https://www.celebheights.com/s/John-Boyd-50137.html,B,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Lynda Boyd,https://www.celebheights.com/s/Lynda-Boyd-52074.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Michele Boyd,https://www.celebheights.com/s/Michele-Boyd-51719.html,B,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,female,5440.0
Stephen Boyd,https://www.celebheights.com/s/Stephen-Boyd-48390.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
John Boyega,https://www.celebheights.com/s/John-Boyega-5517.html,B,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Angelique Boyer,https://www.celebheights.com/s/Angelique-Boyer-7223.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Charles Boyer,https://www.celebheights.com/s/Charles-Boyer-48473.html,B,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,male,1501.0
Frankie Boyle,https://www.celebheights.com/s/Frankie-Boyle-47846.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,andy,173.0
Lara Flynn Boyle,https://www.celebheights.com/s/Lara-Flynn-Boyle-1703.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Peter Boyle,https://www.celebheights.com/s/Peter-Boyle-4712.html,B,6ft 2 ¼ (189cm),6ft 2 ¼ ,189.0,74.41,male,4871.0
Susan Boyle,https://www.celebheights.com/s/Susan-Boyle-5436.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Zoe Boyle,https://www.celebheights.com/s/Zoe-Boyle-6020.html,B,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,female,3123.0
Lucy Boynton,https://www.celebheights.com/s/Lucy-Boynton-6450.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Jacqueline Bracamontes,https://www.celebheights.com/s/Jacqueline-Bracamontes-50974.html,B,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Lorraine Bracco,https://www.celebheights.com/s/Lorraine-Bracco-3195.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Luke Bracey,https://www.celebheights.com/s/Luke-Bracey-48806.html,B,5ft 10 ¾ (180cm),5ft 10 ¾ ,180.0,70.87,male,3053.0
Kate Bracken,https://www.celebheights.com/s/Kate-Bracken-47782.html,B,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Leah Bracknell,https://www.celebheights.com/s/Leah-Bracknell-3880.html,B,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Danielle Bradbery,https://www.celebheights.com/s/Danielle-Bradbery-49299.html,B,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Julia Bradbury,https://www.celebheights.com/s/Julia-Bradbury-47405.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Johanna Braddy,https://www.celebheights.com/s/Johanna-Braddy-5522.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
James Dean Bradfield,https://www.celebheights.com/s/James-Dean-Bradfield-2403.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,male,416.0
Jesse Bradford,https://www.celebheights.com/s/Jesse-Bradford-1306.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Cassie Bradley,https://www.celebheights.com/s/Cassie-Bradley-52809.html,B,5ft 2 ¾ (159cm),5ft 2 ¾ ,159.0,62.6,female,994.0
David Bradley,https://www.celebheights.com/s/David-Bradley-2808.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Doug Bradley,https://www.celebheights.com/s/Doug-Bradley-3547.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
John Bradley,https://www.celebheights.com/s/John-Bradley-2788.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Paul Bradley,https://www.celebheights.com/s/Paul-Bradley-51314.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Ruth Bradley,https://www.celebheights.com/s/Ruth-Bradley-6336.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Shawn Bradley,https://www.celebheights.com/s/Shawn-Bradley-49646.html,B,7ft 6 (229cm),7ft 6 ,229.0,90.16,mostly_male,588.0
James Bradshaw,https://www.celebheights.com/s/James-Bradshaw-52765.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Sufe Bradshaw,https://www.celebheights.com/s/Sufe-Bradshaw-7887.html,B,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Luisa Bradshaw White,https://www.celebheights.com/s/Luisa-Bradshaw-White-6154.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Beau Brady,https://www.celebheights.com/s/Beau-Brady-443.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Karren Brady,https://www.celebheights.com/s/Karren-Brady-51050.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,unknown,570.0
Millie Brady,https://www.celebheights.com/s/Millie-Brady-6570.html,B,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Orla Brady,https://www.celebheights.com/s/Orla-Brady-5930.html,B,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Tom Brady,https://www.celebheights.com/s/Tom-Brady-48842.html,B,6ft 4 ¼ (194cm),6ft 4 ¼ ,194.0,76.38,male,5313.0
Wayne Brady,https://www.celebheights.com/s/Wayne-Brady-50283.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Zach Braff,https://www.celebheights.com/s/Zach-Braff-802.html,B,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Alice Braga,https://www.celebheights.com/s/Alice-Braga-4101.html,B,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
Sonia Braga,https://www.celebheights.com/s/Sonia-Braga-48521.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Tom Braidwood,https://www.celebheights.com/s/Tom-Braidwood-5872.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,male,88.0
Richard Brake,https://www.celebheights.com/s/Richard-Brake-2990.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Abby Brammell,https://www.celebheights.com/s/Abby-Brammell-2638.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Kenneth Branagh,https://www.celebheights.com/s/Kenneth-Branagh-107.html,B,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Lillo Brancato,https://www.celebheights.com/s/Lillo-Brancato-3436.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Michelle Branch,https://www.celebheights.com/s/Michelle-Branch-4749.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Jo Brand,https://www.celebheights.com/s/Jo-Brand-52811.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,andy,57.0
Jolene Brand,https://www.celebheights.com/s/Jolene-Brand-53192.html,B,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Katy Brand,https://www.celebheights.com/s/Katy-Brand-50000.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Russell Brand,https://www.celebheights.com/s/Russell-Brand-3615.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Klaus Maria Brandauer,https://www.celebheights.com/s/Klaus-Maria-Brandauer-3694.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Jonathan Brandis,https://www.celebheights.com/s/Jonathan-Brandis-2526.html,B,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Marlon Brando,https://www.celebheights.com/s/Marlon-Brando-81.html,B,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Henry Brandon,https://www.celebheights.com/s/Henry-Brandon-53193.html,B,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,male,4871.0
Michael Brandon,https://www.celebheights.com/s/Michael-Brandon-3822.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Gyles Brandreth,https://www.celebheights.com/s/Gyles-Brandreth-50031.html,B,5ft 10 (178cm),5ft 10 ,178.0,70.08,unknown,1187.0
Betsy Brandt,https://www.celebheights.com/s/Betsy-Brandt-47962.html,B,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,female,5184.0
Lesley Ann Brandt,https://www.celebheights.com/s/Lesley-Ann-Brandt-4815.html,B,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,andy,78.0
Brigid Brannagh,https://www.celebheights.com/s/Brigid-Brannagh-6050.html,B,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Jeff Branson,https://www.celebheights.com/s/Jeff-Branson-1970.html,B,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Richard Branson,https://www.celebheights.com/s/Richard-Branson-1616.html,B,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Karan Brar,https://www.celebheights.com/s/Karan-Brar-52405.html,B,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Christian Brassington,https://www.celebheights.com/s/Christian-Brassington-51405.html,B,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,male,1878.0
Benjamin Bratt,https://www.celebheights.com/s/Benjamin-Bratt-1151.html,B,6ft 1 ¾ (187cm),6ft 1 ¾ ,187.0,73.62,male,4473.0
Andre Braugher,https://www.celebheights.com/s/Andre-Braugher-1419.html,B,5ft 11 ¾ (182cm),5ft 11 ¾ ,182.0,71.65,male,3373.0
Nicholas Braun,https://www.celebheights.com/s/Nicholas-Braun-3544.html,B,6ft 6 ½ (199cm),6ft 6 ½ ,199.0,78.35,male,5462.0
Suanne Braun,https://www.celebheights.com/s/Suanne-Braun-2878.html,B,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,unknown,1085.0
Tamara Braun,https://www.celebheights.com/s/Tamara-Braun-3078.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Eugene Brave Rock,https://www.celebheights.com/s/Eugene-Brave-Rock-51576.html,B,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Ciara Bravo,https://www.celebheights.com/s/Ciara-Bravo-49287.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Lucas Bravo,https://www.celebheights.com/s/Lucas-Bravo-52399.html,B,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Toni Braxton,https://www.celebheights.com/s/Toni-Braxton-871.html,B,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,male,59.0
Deanne Bray,https://www.celebheights.com/s/Deanne-Bray-2138.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Bobby Brazier,https://www.celebheights.com/s/Bobby-Brazier-53352.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Jeff Brazier,https://www.celebheights.com/s/Jeff-Brazier-49853.html,B,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Louise Brealey,https://www.celebheights.com/s/Louise-Brealey-47674.html,B,5ft 3 ¼ (161cm),5ft 3 ¼ ,161.0,63.39,female,1490.0
Jonathan Breck,https://www.celebheights.com/s/Jonathan-Breck-4735.html,B,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Alexandra Breckenridge,https://www.celebheights.com/s/Alexandra-Breckenridge-4436.html,B,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,female,4377.0
Rebecca Breeds,https://www.celebheights.com/s/Rebecca-Breeds-6090.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Drew Brees,https://www.celebheights.com/s/Drew-Brees-50403.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Tracey E. Bregman,https://www.celebheights.com/s/Tracey-E-Bregman-7164.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,mostly_female,201.0
Danielle Bregoli,https://www.celebheights.com/s/Danielle-Bregoli-51484.html,B,4ft 11 (150cm),4ft 11 ,150.0,59.06,female,56.0
Ewen Bremner,https://www.celebheights.com/s/Ewen-Bremner-1127.html,B,5ft 8 ¼ (173cm),5ft 8 ¼ ,173.0,68.11,male,1343.0
Rory Bremner,https://www.celebheights.com/s/Rory-Bremner-2809.html,B,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Nicholas Brendon,https://www.celebheights.com/s/Nicholas-Brendon-858.html,B,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Josh Brener,https://www.celebheights.com/s/Josh-Brener-6658.html,B,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,male,416.0
Lee Brennan,https://www.celebheights.com/s/Lee-Brennan-3205.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,mostly_male,66.0
Patrick Brennan,https://www.celebheights.com/s/Patrick-Brennan-3200.html,B,6ft 6 (198cm),6ft 6 ,198.0,77.95,male,5446.0
Seainin Brennan,https://www.celebheights.com/s/Seainin-Brennan-5570.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Walter Brennan,https://www.celebheights.com/s/Walter-Brennan-48351.html,B,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Amy Brenneman,https://www.celebheights.com/s/Amy-Brenneman-2329.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Dannielle Brent,https://www.celebheights.com/s/Dannielle-Brent-4448.html,B,5ft 2 ¾ (159cm),5ft 2 ¾ ,159.0,62.6,unknown,181.0
Laura Brent,https://www.celebheights.com/s/Laura-Brent-5606.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Abigail Breslin,https://www.celebheights.com/s/Abigail-Breslin-4081.html,B,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Bernard Bresslaw,https://www.celebheights.com/s/Bernard-Bresslaw-48344.html,B,6ft 6 (198cm),6ft 6 ,198.0,77.95,male,5446.0
Jeremy Brett,https://www.celebheights.com/s/Jeremy-Brett-4331.html,B,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Laurie Brett,https://www.celebheights.com/s/Laurie-Brett-6307.html,B,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Sally Bretton,https://www.celebheights.com/s/Sally-Bretton-52069.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Jim Breuer,https://www.celebheights.com/s/Jim-Breuer-50784.html,B,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Ashleigh Brewer,https://www.celebheights.com/s/Ashleigh-Brewer-6226.html,B,5ft 8 ¼ (173cm),5ft 8 ¼ ,173.0,68.11,female,4873.0
Jamie Brewer,https://www.celebheights.com/s/Jamie-Brewer-51750.html,B,4ft 11 ½ (151cm),4ft 11 ½ ,151.0,59.45,mostly_female,12.0
Madeline Brewer,https://www.celebheights.com/s/Madeline-Brewer-5561.html,B,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Anna Brewster,https://www.celebheights.com/s/Anna-Brewster-50354.html,B,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Jordana Brewster,https://www.celebheights.com/s/Jordana-Brewster-1658.html,B,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Paget Brewster,https://www.celebheights.com/s/Paget-Brewster-5200.html,B,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Liz May Brice,https://www.celebheights.com/s/Liz-May-Brice-47261.html,B,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Frankie Bridge,https://www.celebheights.com/s/Frankie-Bridge-47045.html,B,5ft 4 (163cm),5ft 4 ,163.0,64.17,andy,57.0
Phoebe Bridgers,https://www.celebheights.com/s/Phoebe-Bridgers-52830.html,B,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Sean Bridgers,https://www.celebheights.com/s/Sean-Bridgers-53243.html,B,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Angelica Bridges,https://www.celebheights.com/s/Angelica-Bridges-6341.html,B,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Beau Bridges,https://www.celebheights.com/s/Beau-Bridges-1216.html,B,5ft 10 ⅝ (179cm),5ft 10 ⅝ ,179.0,70.47,male,2668.0
Chloe Bridges,https://www.celebheights.com/s/Chloe-Bridges-5430.html,B,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Jeff Bridges,https://www.celebheights.com/s/Jeff-Bridges-680.html,B,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
