year,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,us_dollar,exported_to,exported_from
2020,40169500,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",1036995,Kazakhstan,Xingjiang Uygur
2020,40169910,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",250672,Kazakhstan,Xingjiang Uygur
2020,40169990,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",4677444,Kazakhstan,Xingjiang Uygur
2021,40161010,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",189900,Kazakhstan,Xingjiang Uygur
2021,40161090,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",1466567,Kazakhstan,Xingjiang Uygur
2021,40169100,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",2386295,Kazakhstan,Xingjiang Uygur
2021,40169200,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",110690,Kazakhstan,Xingjiang Uygur
2021,40169310,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",1266476,Kazakhstan,Xingjiang Uygur
2021,40169390,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",2142843,Kazakhstan,Xingjiang Uygur
2021,40169500,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",1613943,Kazakhstan,Xingjiang Uygur
2021,40169910,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",83362,Kazakhstan,Xingjiang Uygur
2021,40169990,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",3089781,Kazakhstan,Xingjiang Uygur
2019,40170010,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",960,Kazakhstan,Xingjiang Uygur
2019,40170020,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",195686,Kazakhstan,Xingjiang Uygur
2018,40170020,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",57409,Kazakhstan,Xingjiang Uygur
2017,40170010,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",2880,Kazakhstan,Xingjiang Uygur
2017,40170020,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",52695,Kazakhstan,Xingjiang Uygur
2020,40170010,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",18629,Kazakhstan,Xingjiang Uygur
2020,40170020,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",32464,Kazakhstan,Xingjiang Uygur
2021,40170010,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",11431,Kazakhstan,Xingjiang Uygur
2021,40170020,40,Rubber and articles thereof,4017,"Hard rubber (e.g. ebonite) in all forms, including waste and scrap; articles of hard rubber",63650,Kazakhstan,Xingjiang Uygur
2019,41151000,41,Raw hides and skins (other than furskins) and leather,4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",6800,Kazakhstan,Xingjiang Uygur
2019,41152000,41,Raw hides and skins (other than furskins) and leather,4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",41400,Kazakhstan,Xingjiang Uygur
2020,41152000,41,Raw hides and skins (other than furskins) and leather,4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",15600,Kazakhstan,Xingjiang Uygur
2021,41152000,41,Raw hides and skins (other than furskins) and leather,4115,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",8250,Kazakhstan,Xingjiang Uygur
2020,41142000,41,Raw hides and skins (other than furskins) and leather,4114,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather,13505,Kazakhstan,Xingjiang Uygur
2019,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",824309,Kazakhstan,Xingjiang Uygur
2018,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",548973,Kazakhstan,Xingjiang Uygur
2017,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",614062,Kazakhstan,Xingjiang Uygur
2020,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",1227716,Kazakhstan,Xingjiang Uygur
2021,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",3278827,Kazakhstan,Xingjiang Uygur
2019,42021190,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",720034,Kazakhstan,Xingjiang Uygur
2019,42021210,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",481992,Kazakhstan,Xingjiang Uygur
2019,42021290,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",77573479,Kazakhstan,Xingjiang Uygur
2019,42021900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",3545,Kazakhstan,Xingjiang Uygur
2019,42022100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",8125428,Kazakhstan,Xingjiang Uygur
2019,42022200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",133417479,Kazakhstan,Xingjiang Uygur
2019,42022900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",15500,Kazakhstan,Xingjiang Uygur
2019,42023100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",1520556,Kazakhstan,Xingjiang Uygur
2019,42023200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",28440799,Kazakhstan,Xingjiang Uygur
2019,42023900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",119472,Kazakhstan,Xingjiang Uygur
2019,42029200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",12206600,Kazakhstan,Xingjiang Uygur
2019,42029900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",73768,Kazakhstan,Xingjiang Uygur
2018,42021190,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",1917586,Kazakhstan,Xingjiang Uygur
2018,42021210,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",401776,Kazakhstan,Xingjiang Uygur
2018,42021290,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",77510583,Kazakhstan,Xingjiang Uygur
2018,42021900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",121169,Kazakhstan,Xingjiang Uygur
2018,42022100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",7993311,Kazakhstan,Xingjiang Uygur
2018,42022200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",153690942,Kazakhstan,Xingjiang Uygur
2018,42022900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",14976,Kazakhstan,Xingjiang Uygur
2018,42023100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",2084238,Kazakhstan,Xingjiang Uygur
2018,42023200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",32728884,Kazakhstan,Xingjiang Uygur
2018,42023900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",70276,Kazakhstan,Xingjiang Uygur
2018,42029100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",4807,Kazakhstan,Xingjiang Uygur
2018,42029200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",9176450,Kazakhstan,Xingjiang Uygur
