area,vaccinations,pop_2019,vaccinations_pct,update_date
Unincorporated - Santa Catalina Island,26,247,10.5,2021-03-14
Unincorporated - Santa Monica Mountains,3732,15724,23.7,2021-03-14
Unincorporated - Saugus,76,133,57.1,2021-03-14
Unincorporated - Saugus/Canyon Country,145,332,43.7,2021-03-14
Unincorporated - South Antelope Valley,41,413,9.9,2021-03-14
Unincorporated - South Edwards,Unreliable Data,0,Unreliable Data,2021-03-14
Unincorporated - South El Monte,190,1340,14.2,2021-03-14
Unincorporated - South San Gabriel,2039,7371,27.7,2021-03-14
Unincorporated - South Whittier,7898,45651,17.3,2021-03-14
Unincorporated - Southeast Antelope Valley,63,614,10.3,2021-03-14
Unincorporated - Stevenson Ranch,4036,16712,24.2,2021-03-14
Unincorporated - Sun Village,442,4525,9.8,2021-03-14
Unincorporated - Sunrise Village,232,1022,22.7,2021-03-14
Unincorporated - Twin Lakes/Oat Mountain,326,1362,23.9,2021-03-14
Unincorporated - Universal City,Unreliable Data,0,Unreliable Data,2021-03-14
Unincorporated - Val Verde,391,2619,14.9,2021-03-14
Unincorporated - Valencia,608,2192,27.7,2021-03-14
Unincorporated - Valinda,3468,17856,19.4,2021-03-14
Unincorporated - View Park/Windsor Hills,2780,9812,28.3,2021-03-14
Unincorporated - Walnut,Unreliable Data,0,Unreliable Data,2021-03-14
Unincorporated - Walnut Park,2069,12006,17.2,2021-03-14
Unincorporated - West Antelope Valley,129,1318,9.8,2021-03-14
Unincorporated - West Carson,5118,18052,28.4,2021-03-14
Unincorporated - West Chatsworth,Unreliable Data,11,Unreliable Data,2021-03-14
Unincorporated - West LA,127,868,14.6,2021-03-14
Unincorporated - West Puente Valley,1447,7626,19,2021-03-14
Unincorporated - West Rancho Dominguez,159,1056,15.1,2021-03-14
Unincorporated - West Whittier/Los Nietos,4365,20804,21,2021-03-14
Unincorporated - Westfield/Academy Hills,442,1121,39.4,2021-03-14
Unincorporated - Westhills,247,751,32.9,2021-03-14
Unincorporated - White Fence Farms,509,3272,15.6,2021-03-14
Unincorporated - Whittier,1036,3155,32.8,2021-03-14
Unincorporated - Whittier Narrows,5,10,50,2021-03-14
Unincorporated - Willowbrook,3116,25308,12.3,2021-03-14
Unincorporated - Wiseburn,1099,4721,23.3,2021-03-14
City of Agoura Hills,8501,18019,47.2,2021-04-09
City of Alhambra,32896,72940,45.1,2021-04-09
City of Arcadia,23548,51103,46.1,2021-04-09
City of Artesia,6030,14266,42.3,2021-04-09
City of Avalon,321,3077,10.4,2021-04-09
City of Azusa,12973,41247,31.5,2021-04-09
City of Baldwin Park,21684,60553,35.8,2021-04-09
City of Bell,8261,27886,29.6,2021-04-09
City of Bell Gardens,8802,32283,27.3,2021-04-09
City of Bellflower,19827,61727,32.1,2021-04-09
City of Beverly Hills,15705,30382,51.7,2021-04-09
City of Bradbury,349,941,37.1,2021-04-09
City of Burbank,35947,89490,40.2,2021-04-09
City of Calabasas,10450,20686,50.5,2021-04-09
City of Carson,32397,77526,41.8,2021-04-09
City of Cerritos,23292,44733,52.1,2021-04-09
City of Claremont,14649,32385,45.2,2021-04-09
City of Commerce,3915,10126,38.7,2021-04-09
City of Compton,17463,73961,23.6,2021-04-09
City of Covina,16424,39838,41.2,2021-04-09
City of Cudahy,4677,18295,25.6,2021-04-09
City of Culver City,17718,33638,52.7,2021-04-09
City of Diamond Bar,22719,49867,45.6,2021-04-09
City of Downey,35317,91339,38.7,2021-04-09
City of Duarte,8043,18158,44.3,2021-04-09
City of El Monte,31910,92175,34.6,2021-04-09
City of El Segundo,6339,14398,44.0,2021-04-09
City of Gardena,19453,49730,39.1,2021-04-09
City of Glendale,60839,177007,34.4,2021-04-09
City of Glendora,18459,44071,41.9,2021-04-09
City of Hawaiian Gardens,3146,11169,28.2,2021-04-09
City of Hawthorne,20800,68128,30.5,2021-04-09
City of Hermosa Beach,7898,16777,47.1,2021-04-09
City of Hidden Hills,764,1685,45.3,2021-04-09
City of Huntington Park,12807,45409,28.2,2021-04-09
City of Industry,Unreliable Data,387,Unreliable Data,2021-04-09
City of Inglewood,27493,89367,30.8,2021-04-09
City of Irwindale,571,1243,45.9,2021-04-09
City of La Canada Flintridge,9688,18368,52.7,2021-04-09
City of La Habra Heights,1183,4904,24.1,2021-04-09
City of La Mirada,16664,41920,39.8,2021-04-09
City of La Puente,10593,32241,32.9,2021-04-09
City of La Verne,12039,28739,41.9,2021-04-09
City of Lakewood,27256,66714,40.9,2021-04-09
City of Lancaster,32622,125124,26.1,2021-04-09
City of Lawndale,8243,26413,31.2,2021-04-09
City of Lomita,6461,16936,38.1,2021-04-09
City of Long Beach,144781,380767,38.0,2021-04-09
City of Lynwood,16469,53781,30.6,2021-04-09
City of Malibu,4224,11005,38.4,2021-04-09
City of Manhattan Beach,15480,29889,51.8,2021-04-09
City of Maywood,6100,21041,29.0,2021-04-09
City of Monrovia,13186,31151,42.3,2021-04-09
City of Montebello,19137,51676,37.0,2021-04-09
City of Monterey Park,24896,52776,47.2,2021-04-09
City of Norwalk,30593,85167,35.9,2021-04-09
City of Palmdale,35094,122212,28.7,2021-04-09
City of Palos Verdes Estates,6190,12076,51.3,2021-04-09
City of Paramount,11772,42380,27.8,2021-04-09
City of Pasadena,57527,120740,47.6,2021-04-09
City of Pico Rivera,20186,51374,39.3,2021-04-09
City of Pomona,32936,120081,27.4,2021-04-09
City of Rancho Palos Verdes,18924,37678,50.2,2021-04-09
City of Redondo Beach,25698,55629,46.2,2021-04-09
City of Rolling Hills,826,1766,46.8,2021-04-09
City of Rolling Hills Estates,4069,7346,55.4,2021-04-09
City of Rosemead,20088,45986,43.7,2021-04-09
City of San Dimas,12606,29867,42.2,2021-04-09
City of San Fernando,6304,19438,32.4,2021-04-09
City of San Gabriel,15704,34577,45.4,2021-04-09
City of San Marino,6180,11597,53.3,2021-04-09
City of Santa Clarita,68937,176831,39.0,2021-04-09
City of Santa Fe Springs,5827,14943,39.0,2021-04-09
City of Santa Monica,39115,81541,48.0,2021-04-09
City of Sierra Madre,5105,9509,53.7,2021-04-09
City of Signal Hill,4063,9305,43.7,2021-04-09
City of South El Monte,5539,16486,33.6,2021-04-09
City of South Gate,24228,74389,32.6,2021-04-09
City of South Pasadena,11613,22155,52.4,2021-04-09
City of Temple City,14745,31528,46.8,2021-04-09
City of Torrance,55988,124794,44.9,2021-04-09
City of Vernon,Unreliable Data,230,Unreliable Data,2021-04-09
City of Walnut,13463,27126,49.6,2021-04-09
City of West Covina,38583,88873,43.4,2021-04-09
City of West Hollywood,15103,34326,44.0,2021-04-09
City of Westlake Village,2407,7436,32.4,2021-04-09
City of Whittier,27933,70656,39.5,2021-04-09
Los Angeles - Adams-Normandie,1962,6511,30.1,2021-04-09
Los Angeles - Alsace,2858,9551,29.9,2021-04-09
Los Angeles - Angeles National Forest,Unreliable Data,38,Unreliable Data,2021-04-09
Los Angeles - Angelino Heights,850,2077,40.9,2021-04-09
Los Angeles - Arleta,9772,27206,35.9,2021-04-09
Los Angeles - Atwater Village,5986,12795,46.8,2021-04-09
Los Angeles - Baldwin Hills,7707,24686,31.2,2021-04-09
Los Angeles - Bel Air,3774,7164,52.7,2021-04-09
Los Angeles - Beverly Crest,5551,10273,54.0,2021-04-09
Los Angeles - Beverlywood,5256,10108,52.0,2021-04-09
Los Angeles - Boyle Heights,20157,65483,30.8,2021-04-09
Los Angeles - Brentwood,13816,26320,52.5,2021-04-09
Los Angeles - Brookside,310,462,67.1,2021-04-09
Los Angeles - Cadillac-Corning,1703,5638,30.2,2021-04-09
Los Angeles - Canoga Park,15952,51304,31.1,2021-04-09
Los Angeles - Carthay,6268,12443,50.4,2021-04-09
Los Angeles - Central,6329,28582,22.1,2021-04-09
Los Angeles - Century City,6319,10589,59.7,2021-04-09
Los Angeles - Century Palms/Cove,5408,24721,21.9,2021-04-09
Los Angeles - Chatsworth,14390,31934,45.1,2021-04-09
Los Angeles - Cheviot Hills,4708,7395,63.7,2021-04-09
Los Angeles - Chinatown,2707,7441,36.4,2021-04-09
Los Angeles - Cloverdale/Cochran,3649,11658,31.3,2021-04-09
Los Angeles - Country Club Park,5057,12607,40.1,2021-04-09
Los Angeles - Crenshaw District,4048,11229,36.0,2021-04-09
Los Angeles - Crestview,4045,9029,44.8,2021-04-09
Los Angeles - Del Rey,10193,24687,41.3,2021-04-09
Los Angeles - Downtown,13170,32266,40.8,2021-04-09
Los Angeles - Eagle Rock,15037,33174,45.3,2021-04-09
Los Angeles - East Hollywood,7453,24278,30.7,2021-04-09
Los Angeles - Echo Park,4983,12147,41.0,2021-04-09
Los Angeles - El Sereno,12695,33277,38.1,2021-04-09
Los Angeles - Elysian Park,2294,4838,47.4,2021-04-09
Los Angeles - Elysian Valley,3379,8249,41.0,2021-04-09
Los Angeles - Encino,20240,37408,54.1,2021-04-09
Los Angeles - Exposition,1008,2673,37.7,2021-04-09
Los Angeles - Exposition Park,9932,36171,27.5,2021-04-09
Los Angeles - Faircrest Heights,1264,2972,42.5,2021-04-09
Los Angeles - Figueroa Park Square,1788,6785,26.4,2021-04-09
Los Angeles - Florence-Firestone,7809,34230,22.8,2021-04-09
Los Angeles - Glassell Park,10848,25558,42.4,2021-04-09
Los Angeles - Gramercy Place,2956,8956,33.0,2021-04-09
Los Angeles - Granada Hills,20657,49282,41.9,2021-04-09
Los Angeles - Green Meadows,3659,15495,23.6,2021-04-09
Los Angeles - Hancock Park,7019,13895,50.5,2021-04-09
Los Angeles - Harbor City,8156,23143,35.2,2021-04-09
Los Angeles - Harbor Gateway,10097,33924,29.8,2021-04-09
Los Angeles - Harbor Pines,760,1943,39.1,2021-04-09
Los Angeles - Harvard Heights,4011,14093,28.5,2021-04-09
Los Angeles - Harvard Park,8068,29098,27.7,2021-04-09
Los Angeles - Highland Park,14907,38099,39.1,2021-04-09
Los Angeles - Historic Filipinotown,3954,11283,35.0,2021-04-09
Los Angeles - Hollywood,19221,61217,31.4,2021-04-09
Los Angeles - Hollywood Hills,11336,25698,44.1,2021-04-09
Los Angeles - Hyde Park,6671,22545,29.6,2021-04-09
Los Angeles - Jefferson Park,2157,6266,34.4,2021-04-09
Los Angeles - Koreatown,12941,42577,30.4,2021-04-09
Los Angeles - Lafayette Square,1170,3612,32.4,2021-04-09
Los Angeles - Lake Balboa,11631,33490,34.7,2021-04-09
Los Angeles - Lakeview Terrace,3608,10445,34.5,2021-04-09
Los Angeles - Leimert Park,4178,12652,33.0,2021-04-09
Los Angeles - Lincoln Heights,9321,25595,36.4,2021-04-09
Los Angeles - Little Armenia,1746,6841,25.5,2021-04-09
Los Angeles - Little Bangladesh,7653,23428,32.7,2021-04-09
Los Angeles - Little Tokyo,1719,2898,59.3,2021-04-09
Los Angeles - Longwood,1153,3445,33.5,2021-04-09
Los Angeles - Los Feliz,8767,18815,46.6,2021-04-09
Los Angeles - Manchester Square,1997,6911,28.9,2021-04-09
Los Angeles - Mandeville Canyon,1614,2665,60.6,2021-04-09
Los Angeles - Mar Vista,15854,34676,45.7,2021-04-09
Los Angeles - Marina Peninsula,1935,3805,50.9,2021-04-09
Los Angeles - Melrose,24340,64239,37.9,2021-04-09
Los Angeles - Mid-city,5109,12445,41.1,2021-04-09
Los Angeles - Miracle Mile,6522,15523,42.0,2021-04-09
Los Angeles - Mission Hills,7314,19434,37.6,2021-04-09
Los Angeles - Mt. Washington,7999,19525,41.0,2021-04-09
Los Angeles - North Hills,15625,48131,32.5,2021-04-09
Los Angeles - North Hollywood,36702,122758,29.9,2021-04-09
Los Angeles - Northridge,22769,59808,38.1,2021-04-09
Los Angeles - Pacific Palisades,9872,17576,56.2,2021-04-09
Los Angeles - Pacoima,16228,57066,28.4,2021-04-09
Los Angeles - Palisades Highlands,1807,3300,54.8,2021-04-09
Los Angeles - Palms,14793,36835,40.2,2021-04-09
Los Angeles - Panorama City,17382,57646,30.2,2021-04-09
Los Angeles - Park La Brea,3568,10931,32.6,2021-04-09
Los Angeles - Pico-Union,8948,32622,27.4,2021-04-09
Los Angeles - Playa Del Rey,1213,2706,44.8,2021-04-09
Los Angeles - Playa Vista,5067,9091,55.7,2021-04-09
Los Angeles - Porter Ranch,15728,30695,51.2,2021-04-09
Los Angeles - Rancho Park,3230,5151,62.7,2021-04-09
Los Angeles - Regent Square,871,2255,38.6,2021-04-09
Los Angeles - Reseda,24184,61896,39.1,2021-04-09
Los Angeles - Reseda Ranch,1371,3771,36.4,2021-04-09
Los Angeles - Reynier Village,1537,3370,45.6,2021-04-09
Los Angeles - San Pedro,20931,62326,33.6,2021-04-09
Los Angeles - Shadow Hills,1409,3867,36.4,2021-04-09
Los Angeles - Sherman Oaks,33804,72598,46.6,2021-04-09
Los Angeles - Silverlake,17347,37457,46.3,2021-04-09
Los Angeles - South Carthay,3829,8489,45.1,2021-04-09
Los Angeles - South Park,6083,27305,22.3,2021-04-09
Los Angeles - St Elmo Village,971,3590,27.0,2021-04-09
Los Angeles - Studio City,9273,18996,48.8,2021-04-09
Los Angeles - Sun Valley,13240,41254,32.1,2021-04-09
Los Angeles - Sunland,5958,17414,34.2,2021-04-09
Los Angeles - Sycamore Square,216,556,38.8,2021-04-09
Los Angeles - Sylmar,22415,64481,34.8,2021-04-09
Los Angeles - Tarzana,12222,25656,47.6,2021-04-09
Los Angeles - Temple-Beaudry,9605,31707,30.3,2021-04-09
Los Angeles - Thai Town,2441,8726,28.0,2021-04-09
Los Angeles - Toluca Lake,3271,7639,42.8,2021-04-09
Los Angeles - Toluca Terrace,428,995,43.0,2021-04-09
Los Angeles - Toluca Woods,758,1595,47.5,2021-04-09
Los Angeles - Tujunga,7604,23381,32.5,2021-04-09
Los Angeles - University Hills,856,2882,29.7,2021-04-09
Los Angeles - University Park,6025,23956,25.2,2021-04-09
Los Angeles - Valley Glen,7531,24410,30.9,2021-04-09
Los Angeles - Valley Village,8398,20651,40.7,2021-04-09
Los Angeles - Van Nuys,19884,72201,27.5,2021-04-09
Los Angeles - Venice,12132,28698,42.3,2021-04-09
Los Angeles - Vermont Knolls,3300,13177,25.0,2021-04-09
Los Angeles - Vermont Square,1811,5871,30.8,2021-04-09
Los Angeles - Vermont Vista,6122,29572,20.7,2021-04-09
Los Angeles - Vernon Central,8446,37519,22.5,2021-04-09
Los Angeles - Victoria Park,2072,6618,31.3,2021-04-09
Los Angeles - View Heights,1142,3122,36.6,2021-04-09
Los Angeles - Watts,6398,29875,21.4,2021-04-09
Los Angeles - Wellington Square,1281,3867,33.1,2021-04-09
Los Angeles - West Adams,7409,21748,34.1,2021-04-09
Los Angeles - West Hills,16912,34938,48.4,2021-04-09
Los Angeles - West Los Angeles,14393,32711,44.0,2021-04-09
Los Angeles - West Vernon,10934,40802,26.8,2021-04-09
Los Angeles - Westchester,18736,43503,43.1,2021-04-09
Los Angeles - Westlake,10908,47668,22.9,2021-04-09
Los Angeles - Westwood,17528,49020,35.8,2021-04-09
Los Angeles - Wholesale District,12332,32528,37.9,2021-04-09
Los Angeles - Wilmington,11236,42449,26.5,2021-04-09
Los Angeles - Wilshire Center,13370,40599,32.9,2021-04-09
Los Angeles - Winnetka,15821,41471,38.1,2021-04-09
Los Angeles - Woodland Hills,27387,57284,47.8,2021-04-09
Unincorporated - Acton,1652,6961,23.7,2021-04-09
Unincorporated - Agua Dulce,958,3736,25.6,2021-04-09
Unincorporated - Altadena,17205,36812,46.7,2021-04-09
Unincorporated - Anaverde,340,1278,26.6,2021-04-09
Unincorporated - Angeles National Forest,296,1096,27.0,2021-04-09
Unincorporated - Arcadia,3140,6604,47.5,2021-04-09
Unincorporated - Athens Village,1238,3802,32.6,2021-04-09
Unincorporated - Athens-Westmont,7893,32690,24.1,2021-04-09
Unincorporated - Avocado Heights,1694,5387,31.4,2021-04-09
Unincorporated - Azusa,3900,12142,32.1,2021-04-09
Unincorporated - Bandini Islands,Unreliable Data,0,Unreliable Data,2021-04-09
Unincorporated - Bassett,4401,11723,37.5,2021-04-09
Unincorporated - Bouquet Canyon,229,909,25.2,2021-04-09
Unincorporated - Bradbury,Unreliable Data,101,Unreliable Data,2021-04-09
Unincorporated - Canyon Country,454,1575,28.8,2021-04-09
Unincorporated - Castaic,6419,22736,28.2,2021-04-09
Unincorporated - Cerritos,192,459,41.8,2021-04-09
Unincorporated - Charter Oak,7,19,36.8,2021-04-09
Unincorporated - Claremont,188,574,32.8,2021-04-09
Unincorporated - Covina,5376,13789,39.0,2021-04-09
Unincorporated - Covina (Charter Oak),3885,10961,35.4,2021-04-09
Unincorporated - Del Aire,1459,3580,40.8,2021-04-09
Unincorporated - Del Rey,167,373,44.8,2021-04-09
Unincorporated - Del Sur,494,2129,23.2,2021-04-09
Unincorporated - Desert View Highlands,484,2010,24.1,2021-04-09
Unincorporated - Duarte,1198,3440,34.8,2021-04-09
Unincorporated - East Covina,142,311,45.7,2021-04-09
Unincorporated - East La Mirada,1739,4455,39.0,2021-04-09
Unincorporated - East Lancaster,21,94,22.3,2021-04-09
Unincorporated - East Los Angeles,30590,94756,32.3,2021-04-09
Unincorporated - East Pasadena,3166,6432,49.2,2021-04-09
Unincorporated - East Rancho Dominguez,2777,11160,24.9,2021-04-09
Unincorporated - East Whittier,1420,4315,32.9,2021-04-09
Unincorporated - El Camino Village,2737,6806,40.2,2021-04-09
Unincorporated - El Monte,28,103,27.2,2021-04-09
Unincorporated - Elizabeth Lake,240,1444,16.6,2021-04-09
Unincorporated - Florence-Firestone,12063,47572,25.4,2021-04-09
Unincorporated - Franklin Canyon,Unreliable Data,11,Unreliable Data,2021-04-09
Unincorporated - Glendora,217,591,36.7,2021-04-09
Unincorporated - Hacienda Heights,20415,47816,42.7,2021-04-09
Unincorporated - Harbor Gateway,Unreliable Data,1,Unreliable Data,2021-04-09
Unincorporated - Hawthorne,638,1933,33.0,2021-04-09
Unincorporated - Hi Vista,175,874,20.0,2021-04-09
Unincorporated - Kagel/Lopez Canyons,294,1095,26.8,2021-04-09
Unincorporated - La Crescenta-Montrose,7703,17058,45.2,2021-04-09
Unincorporated - La Habra Heights,130,606,21.5,2021-04-09
Unincorporated - La Rambla,548,1672,32.8,2021-04-09
Unincorporated - La Verne,725,1697,42.7,2021-04-09
Unincorporated - Ladera Heights,2940,6192,47.5,2021-04-09
Unincorporated - Lake Hughes,67,526,12.7,2021-04-09
Unincorporated - Lake Los Angeles,1916,10027,19.1,2021-04-09
Unincorporated - Lake Manor,494,1408,35.1,2021-04-09
Unincorporated - Lakewood,31,109,28.4,2021-04-09
Unincorporated - Lennox,4620,17008,27.2,2021-04-09
Unincorporated - Leona Valley,334,1584,21.1,2021-04-09
Unincorporated - Littlerock,642,3302,19.4,2021-04-09
Unincorporated - Littlerock/Juniper Hills,340,1234,27.6,2021-04-09
Unincorporated - Littlerock/Pearblossom,621,2856,21.7,2021-04-09
Unincorporated - Llano,142,749,19.0,2021-04-09
Unincorporated - Long Beach,584,1262,46.3,2021-04-09
Unincorporated - Lynwood,Unreliable Data,0,Unreliable Data,2021-04-09
Unincorporated - Marina del Rey,3694,8381,44.1,2021-04-09
Unincorporated - Miracle Mile,Unreliable Data,3,Unreliable Data,2021-04-09
Unincorporated - Monrovia,1279,3223,39.7,2021-04-09
Unincorporated - Newhall,54,182,29.7,2021-04-09
Unincorporated - North Lancaster,291,1038,28.0,2021-04-09
Unincorporated - North Whittier,2765,6767,40.9,2021-04-09
Unincorporated - Northeast San Gabriel,8781,20100,43.7,2021-04-09
Unincorporated - Padua Hills,69,181,38.1,2021-04-09
Unincorporated - Palmdale,69,616,11.2,2021-04-09
Unincorporated - Palos Verdes Peninsula,256,568,45.1,2021-04-09
Unincorporated - Pearblossom/Llano,214,1671,12.8,2021-04-09
Unincorporated - Pellissier Village,181,475,38.1,2021-04-09
Unincorporated - Placerita Canyon,45,352,12.8,2021-04-09
Unincorporated - Pomona,160,1807,8.9,2021-04-09
Unincorporated - Quartz Hill,2825,10745,26.3,2021-04-09
Unincorporated - Rancho Dominguez,807,2294,35.2,2021-04-09
Unincorporated - Roosevelt,157,727,21.6,2021-04-09
Unincorporated - Rosewood,285,1061,26.9,2021-04-09
Unincorporated - Rosewood/East Gardena,377,1005,37.5,2021-04-09
Unincorporated - Rosewood/West Rancho Dominguez,592,2673,22.1,2021-04-09
Unincorporated - Rowland Heights,17906,43531,41.1,2021-04-09
Unincorporated - San Clemente Island,Unreliable Data,4,Unreliable Data,2021-04-09
Unincorporated - San Francisquito Canyon/Bouquet Canyon,89,143,62.2,2021-04-09
Unincorporated - San Jose Hills,4864,15761,30.9,2021-04-09
Unincorporated - San Pasqual,933,1649,56.6,2021-04-09
Unincorporated - Sand Canyon,121,283,42.8,2021-04-09
Unincorporated - Santa Catalina Island,32,249,12.9,2021-04-09
Unincorporated - Santa Monica Mountains,6458,16297,39.6,2021-04-09
Unincorporated - Saugus,Unreliable Data,139,Unreliable Data,2021-04-09
Unincorporated - Saugus/Canyon Country,170,336,50.6,2021-04-09
Unincorporated - South Antelope Valley,82,418,19.6,2021-04-09
Unincorporated - South Edwards,Unreliable Data,0,Unreliable Data,2021-04-09
Unincorporated - South El Monte,384,1394,27.5,2021-04-09
Unincorporated - South San Gabriel,3499,7548,46.4,2021-04-09
Unincorporated - South Whittier,15375,47333,32.5,2021-04-09
Unincorporated - Southeast Antelope Valley,146,633,23.1,2021-04-09
Unincorporated - Stevenson Ranch,7131,17460,40.8,2021-04-09
Unincorporated - Sun Village,1080,4709,22.9,2021-04-09
Unincorporated - Sunrise Village,399,1059,37.7,2021-04-09
Unincorporated - Twin Lakes/Oat Mountain,555,1394,39.8,2021-04-09
Unincorporated - Universal City,10,0,No Pop Data,2021-04-09
Unincorporated - Val Verde,720,2720,26.5,2021-04-09
Unincorporated - Valencia,1115,2325,48.0,2021-04-09
